jurisdictionId,jurisdictionName,state,rowNecValue,stateTableEdition,skeletonEdition,oldAttribution,actualOrigin,newCanonicalSourceClass,valueChangedByContainment,attributionChangedByContainment,category
"mt-yellowstone-billings","City of Billings Building Division","MT","2020","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"wy-laramie-cheyenne","City of Cheyenne Building Division","WY","2020","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"ak-anchorage-anchorage","Municipality of Anchorage Development Services","AK","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ri-providence-providence","City of Providence Inspection & Standards","RI","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"nh-hillsborough-manchester","City of Manchester Building Department","NH","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"vt-chittenden-burlington","City of Burlington Code Enforcement","VT","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"me-cumberland-portland","City of Portland Inspections Division","ME","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"de-new-castle-wilmington","City of Wilmington License & Inspections","DE","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"wv-kanawha-charleston","City of Charleston Building Permits","WV","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"dc-dc-washington","DC Department of Buildings","DC","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ca-san-bernardino-san-bernardino","City of San Bernardino Development Services","CA","2023","2023","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"ca-san-bernardino-county","San Bernardino County Building & Safety","CA","2023","2023","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"ca-riverside-county","Riverside County Building & Safety","CA","2023","2023","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"ca-kern-bakersfield","City of Bakersfield Building Division","CA","2023","2023","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"ca-san-joaquin-stockton","City of Stockton Community Development","CA","2023","2023","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"ca-stanislaus-modesto","City of Modesto Development Services","CA","2023","2023","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"ca-san-diego-chula-vista","City of Chula Vista Development Services","CA","2023","2023","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"ca-contra-costa-county","Contra Costa County Building Inspection Division","CA","2023","2023","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"ca-ventura-county","Ventura County Building & Safety","CA","2023","2023","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"tx-collin-mckinney","City of McKinney Development Services","TX","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"tx-denton-county","Denton County Development Services","TX","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"tx-travis-round-rock","City of Round Rock Building and Development Services","TX","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"tx-el-paso-el-paso","City of El Paso Development Services","TX","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"tx-nueces-corpus-christi","City of Corpus Christi Development Services","TX","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"fl-pinellas-st-pete","City of St. Petersburg Building & Development Review Services","FL","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"fl-pinellas-clearwater","City of Clearwater Planning & Development","FL","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"fl-miami-dade-county","Miami-Dade County Regulatory and Economic Resources","FL","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"fl-broward-pembroke-pines","City of Pembroke Pines Building Division","FL","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"fl-lee-cape-coral","City of Cape Coral Building Division","FL","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"fl-volusia-daytona-beach","City of Daytona Beach Building Services","FL","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"fl-seminole-county","Seminole County Building Division","FL","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"nc-guilford-greensboro","City of Greensboro Inspections Division","NC","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"nc-forsyth-winston-salem","City of Winston-Salem Inspections Division","NC","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"nc-durham-durham","City of Durham Inspections","NC","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"nc-buncombe-asheville","City of Asheville Development Services","NC","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ga-dekalb-county","DeKalb County Planning & Sustainability","GA","2020","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
