jurisdictionId,state,name,ahjNational,necVersions,jurisdictionTs,distinctValues,whichShips
"ar-perry-perry-county","AR","Perry County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-phillips-phillips-county","AR","Phillips County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-pike-pike-county","AR","Pike County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-poinsett-poinsett-county","AR","Poinsett County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-polk-polk-county","AR","Polk County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-pope-pope-county","AR","Pope County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-prairie-prairie-county","AR","Prairie County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-pulaski-north-little-rock","AR","City of North Little Rock Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-pulaski-pulaski-county","AR","Pulaski County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-randolph-randolph-county","AR","Randolph County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-saline-saline-county","AR","Saline County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-scott-scott-county","AR","Scott County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-searcy-searcy-county","AR","Searcy County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-sebastian-fort-smith","AR","City of Fort Smith Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-sebastian-sebastian-county","AR","Sebastian County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-sevier-sevier-county","AR","Sevier County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-sharp-sharp-county","AR","Sharp County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-st-francis-st-francis-county","AR","St. Francis County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-stone-stone-county","AR","Stone County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-union-union-county","AR","Union County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-van-buren-van-buren-county","AR","Van Buren County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-washington-fayetteville","AR","City of Fayetteville Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-washington-springdale","AR","City of Springdale Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-washington-washington-county","AR","Washington County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-white-white-county","AR","White County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-woodruff-woodruff-county","AR","Woodruff County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ar-yell-yell-county","AR","Yell County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-apache-apache-county","AZ","Apache County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-cochise-sierra-vista","AZ","City of Sierra Vista Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-cochise-cochise-county","AZ","Cochise County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-coconino-flagstaff","AZ","City of Flagstaff Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-coconino-sedona","AZ","City of Sedona Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-coconino-coconino-county","AZ","Coconino County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-gila-payson","AZ","Town of Payson Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-gila-gila-county","AZ","Gila County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-graham-graham-county","AZ","Graham County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-greenlee-greenlee-county","AZ","Greenlee County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-la-paz-la-paz-county","AZ","La Paz County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-mohave-bullhead-city","AZ","City of Bullhead City Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-mohave-kingman","AZ","City of Kingman Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-mohave-lake-havasu-city","AZ","City of Lake Havasu Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-mohave-mohave-county","AZ","Mohave County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-navajo-show-low","AZ","City of Show Low Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-navajo-navajo-county","AZ","Navajo County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-pinal-apache-junction","AZ","City of Apache Junction Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-pinal-casa-grande","AZ","City of Casa Grande Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-pinal-maricopa","AZ","City of Maricopa Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-pinal-pinal-county","AZ","Pinal County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-santa-cruz-nogales","AZ","City of Nogales Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-santa-cruz-santa-cruz-county","AZ","Santa Cruz County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-yavapai-prescott","AZ","City of Prescott Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"az-yavapai-prescott-valley","AZ","Town of Prescott Valley Building Dept","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
